title,price,availability,rating,product_url,category,price_gbp
No One Here Gets Out Alive,Â£20.02,In stock,5,https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,Music,20.02
Night Shift (Night Shift #1-20),Â£12.75,In stock,4,https://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html,Horror,12.75
Needful Things,Â£47.51,In stock,4,https://books.toscrape.com/catalogue/needful-things_334/index.html,Horror,47.51
Mockingjay (The Hunger Games #3),Â£20.44,In stock,4,https://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html,Default,20.44
Misery,Â£34.79,In stock,2,https://books.toscrape.com/catalogue/misery_332/index.html,Horror,34.79
Little Women (Little Women #1),Â£28.07,In stock,4,https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,Classics,28.07
It,Â£25.01,In stock,3,https://books.toscrape.com/catalogue/it_330/index.html,Horror,25.01
Harry Potter and the Sorcerer's Stone (Harry Potter #1),Â£13.90,In stock,3,https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,Default,13.9
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Â£24.17,In stock,4,https://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,Young Adult,24.17
Harry Potter and the Order of the Phoenix (Harry Potter #5),Â£31.63,In stock,4,https://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html,Fantasy,31.63
Harry Potter and the Half-Blood Prince (Harry Potter #6),Â£48.75,In stock,5,https://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html,Fantasy,48.75
Harry Potter and the Chamber of Secrets (Harry Potter #2),Â£14.74,In stock,1,https://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html,Fantasy,14.74
Gone with the Wind,Â£32.49,In stock,3,https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,Classics,32.49
God Is Not Great: How Religion Poisons Everything,Â£27.80,In stock,1,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html,Nonfiction,27.8
Girl With a Pearl Earring,Â£26.77,In stock,1,https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html,Historical Fiction,26.77
"Fruits Basket, Vol. 4 (Fruits Basket #4)",Â£50.44,In stock,4,https://books.toscrape.com/catalogue/fruits-basket-vol-4-fruits-basket-4_321/index.html,Sequential Art,50.44
Far From True (Promise Falls Trilogy #2),Â£34.93,In stock,2,https://books.toscrape.com/catalogue/far-from-true-promise-falls-trilogy-2_320/index.html,Thriller,34.93
Dark Lover (Black Dagger Brotherhood #1),Â£12.87,In stock,1,https://books.toscrape.com/catalogue/dark-lover-black-dagger-brotherhood-1_319/index.html,Romance,12.87
Confessions of a Shopaholic (Shopaholic #1),Â£48.94,In stock,2,https://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html,Default,48.94
Changing the Game (Play by Play #2),Â£13.38,In stock,3,https://books.toscrape.com/catalogue/changing-the-game-play-by-play-2_317/index.html,Romance,13.38
Candide,Â£58.63,In stock,3,https://books.toscrape.com/catalogue/candide_316/index.html,Classics,58.63
Can You Keep a Secret?,Â£21.94,In stock,1,https://books.toscrape.com/catalogue/can-you-keep-a-secret_315/index.html,Womens Fiction,21.94
Atlas Shrugged,Â£26.58,In stock,5,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html,Fiction,26.58
Animal Farm,Â£57.22,In stock,3,https://books.toscrape.com/catalogue/animal-farm_313/index.html,Classics,57.22
A Walk to Remember,Â£56.43,In stock,1,https://books.toscrape.com/catalogue/a-walk-to-remember_312/index.html,Romance,56.43
A New Earth: Awakening to Your Life's Purpose,Â£55.65,In stock,5,https://books.toscrape.com/catalogue/a-new-earth-awakening-to-your-lifes-purpose_311/index.html,Spirituality,55.65
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Â£27.62,In stock,1,https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,Religion,27.62
'Salem's Lot,Â£49.56,In stock,4,https://books.toscrape.com/catalogue/salems-lot_309/index.html,Horror,49.56
Zero History (Blue Ant #3),Â£34.77,In stock,1,https://books.toscrape.com/catalogue/zero-history-blue-ant-3_308/index.html,Default,34.77
Wuthering Heights,Â£17.73,In stock,3,https://books.toscrape.com/catalogue/wuthering-heights_307/index.html,Classics,17.73
World War Z: An Oral History of the Zombie War,Â£21.80,In stock,1,https://books.toscrape.com/catalogue/world-war-z-an-oral-history-of-the-zombie-war_306/index.html,Default,21.8
Wild: From Lost to Found on the Pacific Crest Trail,Â£46.02,In stock,3,https://books.toscrape.com/catalogue/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html,Default,46.02
"Where'd You Go, Bernadette",Â£18.13,In stock,1,https://books.toscrape.com/catalogue/whered-you-go-bernadette_304/index.html,Default,18.13
When You Are Engulfed in Flames,Â£30.89,In stock,5,https://books.toscrape.com/catalogue/when-you-are-engulfed-in-flames_303/index.html,Humor,30.89
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Â£31.95,In stock,3,https://books.toscrape.com/catalogue/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html,Nonfiction,31.95
We Are All Completely Beside Ourselves,Â£24.04,In stock,1,https://books.toscrape.com/catalogue/we-are-all-completely-beside-ourselves_301/index.html,Contemporary,24.04
Walk the Edge (Thunder Road #2),Â£32.36,In stock,3,https://books.toscrape.com/catalogue/walk-the-edge-thunder-road-2_300/index.html,Young Adult,32.36
Voyager (Outlander #3),Â£21.07,In stock,5,https://books.toscrape.com/catalogue/voyager-outlander-3_299/index.html,Historical Fiction,21.07
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Â£50.66,In stock,3,https://books.toscrape.com/catalogue/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html,Nonfiction,50.66
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Â£13.66,In stock,2,https://books.toscrape.com/catalogue/vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html,Food and Drink,13.66
"Unstuffed: Decluttering Your Home, Mind, and Soul",Â£58.09,In stock,1,https://books.toscrape.com/catalogue/unstuffed-decluttering-your-home-mind-and-soul_296/index.html,Nonfiction,58.09
Under the Banner of Heaven: A Story of Violent Faith,Â£30.00,In stock,1,https://books.toscrape.com/catalogue/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html,Nonfiction,30.0
Two Boys Kissing,Â£32.74,In stock,2,https://books.toscrape.com/catalogue/two-boys-kissing_294/index.html,Young Adult,32.74
Twilight (Twilight #1),Â£41.93,In stock,2,https://books.toscrape.com/catalogue/twilight-twilight-1_293/index.html,Default,41.93
Twenties Girl,Â£42.80,In stock,2,https://books.toscrape.com/catalogue/twenties-girl_292/index.html,Womens Fiction,42.8
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Â£53.51,In stock,1,https://books.toscrape.com/catalogue/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html,Nonfiction,53.51
Three-Martini Lunch,Â£23.21,In stock,3,https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html,Fiction,23.21
"Thinking, Fast and Slow",Â£21.14,In stock,1,https://books.toscrape.com/catalogue/thinking-fast-and-slow_289/index.html,Psychology,21.14
The Wild Robot,Â£56.07,In stock,3,https://books.toscrape.com/catalogue/the-wild-robot_288/index.html,Childrens,56.07
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Â£14.41,In stock,3,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-3-commercial-suicide-the-wicked-the-divine_287/index.html,Sequential Art,14.41
The Undomestic Goddess,Â£45.75,In stock,4,https://books.toscrape.com/catalogue/the-undomestic-goddess_286/index.html,Womens Fiction,45.75
The Travelers,Â£15.77,In stock,1,https://books.toscrape.com/catalogue/the-travelers_285/index.html,Thriller,15.77
The Tipping Point: How Little Things Can Make a Big Difference,Â£10.02,In stock,2,https://books.toscrape.com/catalogue/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html,Add a comment,10.02
The Thing About Jellyfish,Â£48.77,In stock,1,https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html,Childrens,48.77
The Stand,Â£57.86,In stock,2,https://books.toscrape.com/catalogue/the-stand_282/index.html,Horror,57.86
The Smitten Kitchen Cookbook,Â£23.59,In stock,1,https://books.toscrape.com/catalogue/the-smitten-kitchen-cookbook_281/index.html,Food and Drink,23.59
The Silkworm (Cormoran Strike #2),Â£23.05,In stock,5,https://books.toscrape.com/catalogue/the-silkworm-cormoran-strike-2_280/index.html,Mystery,23.05
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Â£55.55,In stock,5,https://books.toscrape.com/catalogue/the-sandman-vol-3-dream-country-the-sandman-volumes-3_279/index.html,Sequential Art,55.55
The Rose & the Dagger (The Wrath and the Dawn #2),Â£58.64,In stock,4,https://books.toscrape.com/catalogue/the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html,Fantasy,58.64
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),Â£23.21,In stock,1,https://books.toscrape.com/catalogue/the-road-to-little-dribbling-adventures-of-an-american-in-britain-notes-from-a-small-island-2_277/index.html,Travel,23.21
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Â£42.57,In stock,3,https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,Biography,42.57
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Â£10.92,In stock,1,https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html,Science Fiction,10.92
The Rest Is Noise: Listening to the Twentieth Century,Â£34.77,In stock,1,https://books.toscrape.com/catalogue/the-rest-is-noise-listening-to-the-twentieth-century_274/index.html,Add a comment,34.77
The Red Tent,Â£35.66,In stock,5,https://books.toscrape.com/catalogue/the-red-tent_273/index.html,Historical Fiction,35.66
The Purpose Driven Life: What on Earth Am I Here for?,Â£37.19,In stock,3,https://books.toscrape.com/catalogue/the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html,Add a comment,37.19
The Purest Hook (Second Circle Tattoos #3),Â£12.25,In stock,1,https://books.toscrape.com/catalogue/the-purest-hook-second-circle-tattoos-3_271/index.html,Romance,12.25
The Picture of Dorian Gray,Â£29.70,In stock,2,https://books.toscrape.com/catalogue/the-picture-of-dorian-gray_270/index.html,Classics,29.7
The Paris Wife,Â£36.80,In stock,3,https://books.toscrape.com/catalogue/the-paris-wife_269/index.html,Default,36.8
The Obsession,Â£45.43,In stock,1,https://books.toscrape.com/catalogue/the-obsession_268/index.html,Romance,45.43
The Nightingale,Â£26.26,In stock,4,https://books.toscrape.com/catalogue/the-nightingale_267/index.html,Fiction,26.26
The New Guy (and Other Senior Year Distractions),Â£44.92,In stock,3,https://books.toscrape.com/catalogue/the-new-guy-and-other-senior-year-distractions_266/index.html,Young Adult,44.92
The Nanny Diaries (Nanny #1),Â£52.53,In stock,5,https://books.toscrape.com/catalogue/the-nanny-diaries-nanny-1_265/index.html,Womens Fiction,52.53
The Name of God is Mercy,Â£37.25,In stock,2,https://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html,Nonfiction,37.25
The Maze Runner (The Maze Runner #1),Â£20.93,In stock,1,https://books.toscrape.com/catalogue/the-maze-runner-the-maze-runner-1_263/index.html,Default,20.93
The Lover's Dictionary,Â£58.09,In stock,2,https://books.toscrape.com/catalogue/the-lovers-dictionary_262/index.html,Default,58.09
The Lonely Ones,Â£43.59,In stock,5,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html,Childrens,43.59
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Â£33.92,In stock,3,https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,Business,33.92
The Last Painting of Sara de Vos,Â£55.55,In stock,2,https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html,Historical Fiction,55.55
"The Land of 10,000 Madonnas",Â£29.64,In stock,4,https://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html,Young Adult,29.64
The Infinities,Â£27.41,In stock,1,https://books.toscrape.com/catalogue/the-infinities_257/index.html,Fiction,27.41
The Husband's Secret,Â£52.51,In stock,5,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html,Fiction,52.51
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Â£47.80,In stock,3,https://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,Add a comment,47.8
The Guns of August,Â£14.54,In stock,2,https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html,History,14.54
The Guernsey Literary and Potato Peel Pie Society,Â£49.53,In stock,1,https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html,Historical Fiction,49.53
The Goldfinch,Â£43.58,In stock,3,https://books.toscrape.com/catalogue/the-goldfinch_252/index.html,Default,43.58
The Giver (The Giver Quartet #1),Â£12.30,In stock,1,https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html,Default,12.3
The Girl with All the Gifts,Â£49.47,In stock,3,https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html,Horror,49.47
The Girl Who Played with Fire (Millennium Trilogy #2),Â£22.14,In stock,2,https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,Default,22.14
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Â£57.48,In stock,1,https://books.toscrape.com/catalogue/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,Add a comment,57.48
The Exiled,Â£43.45,In stock,3,https://books.toscrape.com/catalogue/the-exiled_247/index.html,Mystery,43.45
"The End of Faith: Religion, Terror, and the Future of Reason",Â£22.13,In stock,4,https://books.toscrape.com/catalogue/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,Add a comment,22.13
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Â£13.03,In stock,4,https://books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,Science,13.03
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Â£57.35,In stock,5,https://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,Science,57.35
The Devil Wears Prada (The Devil Wears Prada #1),Â£44.29,In stock,1,https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,Womens Fiction,44.29
The Demon-Haunted World: Science as a Candle in the Dark,Â£52.25,In stock,4,https://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,Default,52.25
The Day the Crayons Came Home (Crayons),Â£26.33,In stock,5,https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html,Childrens,26.33
The Da Vinci Code (Robert Langdon #2),Â£22.96,In stock,2,https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html,Fiction,22.96
The Cuckoo's Calling (Cormoran Strike #1),Â£19.21,In stock,1,https://books.toscrape.com/catalogue/the-cuckoos-calling-cormoran-strike-1_239/index.html,Mystery,19.21
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Â£26.78,In stock,4,https://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,Classics,26.78
The Complete Poems,Â£41.32,In stock,5,https://books.toscrape.com/catalogue/the-complete-poems_237/index.html,Add a comment,41.32
The Catcher in the Rye,Â£24.55,In stock,1,https://books.toscrape.com/catalogue/the-catcher-in-the-rye_236/index.html,Add a comment,24.55
The Cat in the Hat (Beginner Books B-1),Â£16.26,In stock,2,https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html,Childrens,16.26
The Case for Christ (Cases for Christianity),Â£47.84,In stock,1,https://books.toscrape.com/catalogue/the-case-for-christ-cases-for-christianity_234/index.html,Add a comment,47.84
The Book Thief,Â£53.49,In stock,2,https://books.toscrape.com/catalogue/the-book-thief_233/index.html,Default,53.49
The Book of Basketball: The NBA According to The Sports Guy,Â£44.84,In stock,5,https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,Sports and Games,44.84
The Blind Side: Evolution of a Game,Â£53.71,In stock,5,https://books.toscrape.com/catalogue/the-blind-side-evolution-of-a-game_231/index.html,Add a comment,53.71
The Autobiography of Malcolm X,Â£23.43,In stock,2,https://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html,Default,23.43
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Â£34.32,In stock,3,https://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,Food and Drink,34.32
The Art of Fielding,Â£22.10,In stock,1,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html,Fiction,22.1
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Â£25.83,In stock,2,https://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,Science,25.83
Stiff: The Curious Lives of Human Cadavers,Â£36.74,In stock,3,https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html,Nonfiction,36.74
Spilled Milk: Based on a True Story,Â£49.51,In stock,1,https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html,Nonfiction,49.51
Something Borrowed (Darcy & Rachel #1),Â£48.96,In stock,5,https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html,Womens Fiction,48.96
Something Blue (Darcy & Rachel #2),Â£54.62,In stock,1,https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html,Womens Fiction,54.62
Soldier (Talon #3),Â£24.72,In stock,2,https://books.toscrape.com/catalogue/soldier-talon-3_222/index.html,Fantasy,24.72
Shopaholic & Baby (Shopaholic #5),Â£46.45,In stock,2,https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html,Default,46.45
Seven Days in the Art World,Â£52.33,In stock,2,https://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html,Add a comment,52.33
Seven Brief Lessons on Physics,Â£30.60,In stock,4,https://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html,Science,30.6
Scarlet (The Lunar Chronicles #2),Â£14.57,In stock,4,https://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html,Young Adult,14.57
Sarah's Key,Â£46.29,In stock,1,https://books.toscrape.com/catalogue/sarahs-key_217/index.html,Add a comment,46.29
"Saga, Volume 3 (Saga (Collected Editions) #3)",Â£21.57,In stock,5,https://books.toscrape.com/catalogue/saga-volume-3-saga-collected-editions-3_216/index.html,Sequential Art,21.57
Running with Scissors,Â£12.91,In stock,4,https://books.toscrape.com/catalogue/running-with-scissors_215/index.html,Autobiography,12.91
Rogue Lawyer (Rogue Lawyer #1),Â£50.11,In stock,3,https://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html,Add a comment,50.11
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Â£41.67,In stock,4,https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,Nonfiction,41.67
Rework,Â£44.88,In stock,2,https://books.toscrape.com/catalogue/rework_212/index.html,Business,44.88
Reservations for Two,Â£11.10,In stock,3,https://books.toscrape.com/catalogue/reservations-for-two_211/index.html,Romance,11.1
Red: The True Story of Red Riding Hood,Â£28.54,In stock,3,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html,Childrens,28.54
Ready Player One,Â£19.07,In stock,4,https://books.toscrape.com/catalogue/ready-player-one_209/index.html,Science Fiction,19.07
Quiet: The Power of Introverts in a World That Can't Stop Talking,Â£43.55,In stock,1,https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,Default,43.55
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Â£43.63,In stock,3,https://books.toscrape.com/catalogue/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,Sequential Art,43.63
Persepolis: The Story of a Childhood (Persepolis #1-2),Â£39.13,In stock,1,https://books.toscrape.com/catalogue/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,Sequential Art,39.13
Packing for Mars: The Curious Science of Life in the Void,Â£56.68,In stock,2,https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,Default,56.68
Outliers: The Story of Success,Â£14.16,In stock,1,https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html,Nonfiction,14.16
Original Fake,Â£31.45,In stock,3,https://books.toscrape.com/catalogue/original-fake_203/index.html,Sequential Art,31.45
Orange Is the New Black,Â£24.61,In stock,2,https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html,Default,24.61
One for the Money (Stephanie Plum #1),Â£32.87,In stock,2,https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html,Default,32.87
Notes from a Small Island (Notes From a Small Island #1),Â£40.17,In stock,1,https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,Nonfiction,40.17
Night (The Night Trilogy #1),Â£13.51,In stock,1,https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html,Nonfiction,13.51
Neither Here nor There: Travels in Europe,Â£38.95,In stock,3,https://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html,Travel,38.95
Naked,Â£31.69,In stock,3,https://books.toscrape.com/catalogue/naked_197/index.html,Humor,31.69
Morning Star (Red Rising #3),Â£29.40,In stock,1,https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html,Default,29.4
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Â£57.83,In stock,1,https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,Nonfiction,57.83
Midnight Riot (Peter Grant/ Rivers of London - books #1),Â£55.46,In stock,2,https://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,Fantasy,55.46
Me Talk Pretty One Day,Â£57.60,In stock,2,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html,Autobiography,57.6
Manuscript Found in Accra,Â£34.98,In stock,2,https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html,Add a comment,34.98
Lust & Wonder,Â£11.87,In stock,2,https://books.toscrape.com/catalogue/lust-wonder_191/index.html,Autobiography,11.87
Lila (Gilead #3),Â£12.47,In stock,3,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html,Fiction,12.47
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Â£33.26,In stock,2,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,Science Fiction,33.26
Life Without a Recipe,Â£59.04,In stock,5,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html,Autobiography,59.04
Life After Life,Â£26.13,In stock,2,https://books.toscrape.com/catalogue/life-after-life_187/index.html,Default,26.13
Letter to a Christian Nation,Â£22.20,In stock,1,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html,Nonfiction,22.2
Let's Pretend This Never Happened: A Mostly True Memoir,Â£45.11,In stock,1,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,Nonfiction,45.11
Legend (Legend #1),Â£43.69,In stock,4,https://books.toscrape.com/catalogue/legend-legend-1_184/index.html,Young Adult,43.69
"Lean In: Women, Work, and the Will to Lead",Â£25.02,In stock,1,https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html,Default,25.02
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Â£55.50,In stock,5,https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,Humor,55.5
Lady Renegades (Rebel Belle #3),Â£53.04,In stock,5,https://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html,Young Adult,53.04
Jurassic Park (Jurassic Park #1),Â£44.97,In stock,1,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html,Fiction,44.97
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Â£42.38,In stock,1,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,Nonfiction,42.38
Is Everyone Hanging Out Without Me? (And Other Concerns),Â£20.11,In stock,3,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,Default,20.11
Into the Wild,Â£56.70,In stock,5,https://books.toscrape.com/catalogue/into-the-wild_177/index.html,Nonfiction,56.7
Inferno (Robert Langdon #4),Â£41.00,In stock,5,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html,Fiction,41.0
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Â£28.85,In stock,3,https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,Nonfiction,28.85
If I Run (If I Run #1),Â£49.97,In stock,4,https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html,Christian Fiction,49.97
I've Got Your Number,Â£19.69,In stock,1,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html,Womens Fiction,19.69
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Â£28.88,In stock,2,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,Nonfiction,28.88
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Â£33.14,In stock,3,https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,Food and Drink,33.14
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",Â£43.70,In stock,2,https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,History,43.7
House of Leaves,Â£54.89,In stock,1,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html,Horror,54.89
Horrible Bear!,Â£37.52,In stock,2,https://books.toscrape.com/catalogue/horrible-bear_168/index.html,Childrens,37.52
Holidays on Ice,Â£51.07,In stock,2,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html,Humor,51.07
Heir to the Sky,Â£44.07,In stock,4,https://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html,Fantasy,44.07
